recording_id,dataset_id,subject_id,label,target,valid_windows,rejected_windows,acc__rms__median,acc__rms__iqr,acc__std__median,acc__std__iqr,acc__mad__median,acc__mad__iqr,acc__jerk_rms__median,acc__jerk_rms__iqr,acc__zcr__median,acc__zcr__iqr,acc__log_power_3_12__median,acc__log_power_3_12__iqr,acc__dominant_hz__median,acc__dominant_hz__iqr,acc__peak_ratio__median,acc__peak_ratio__iqr,acc__spectral_entropy__median,acc__spectral_entropy__iqr,acc__tremor_total_ratio__median,acc__tremor_total_ratio__iqr,acc__ratio_3_6__median,acc__ratio_3_6__iqr,acc__ratio_6_9__median,acc__ratio_6_9__iqr,acc__ratio_9_12__median,acc__ratio_9_12__iqr,gyro__rms__median,gyro__rms__iqr,gyro__std__median,gyro__std__iqr,gyro__mad__median,gyro__mad__iqr,gyro__jerk_rms__median,gyro__jerk_rms__iqr,gyro__zcr__median,gyro__zcr__iqr,gyro__log_power_3_12__median,gyro__log_power_3_12__iqr,gyro__dominant_hz__median,gyro__dominant_hz__iqr,gyro__peak_ratio__median,gyro__peak_ratio__iqr,gyro__spectral_entropy__median,gyro__spectral_entropy__iqr,gyro__tremor_total_ratio__median,gyro__tremor_total_ratio__iqr,gyro__ratio_3_6__median,gyro__ratio_3_6__iqr,gyro__ratio_6_9__median,gyro__ratio_6_9__iqr,gyro__ratio_9_12__median,gyro__ratio_9_12__iqr
dataset_a:imu_20260721_223610,dataset_a,BIBI,non_tremor,0,12,0,0.01684270167537861,0.012629448687612593,0.004818118382522102,0.0068183706943610745,0.002591024803228023,0.003123934700498881,0.15573208008524486,0.15874791248449982,0.20805369127516776,0.11241610738255031,-4.393881536045101,0.9198179808328533,4.166666666666666,1.166666666666667,0.20180017408953127,0.09678554814628579,0.7917411759731021,0.11455893699224018,0.7394785587202481,0.10695173797441093,0.7018885476756759,0.19134677870254857,0.17374257945428828,0.08214998753615632,0.06334768794367703,0.0670306229554737,1.9224705351475242,2.3846237244647925,1.053922585437709,1.545264574364566,0.6729136983071551,0.6556032499835092,29.260385754397717,32.17794885588036,0.1342281879194631,0.10738255033557047,0.06314433016234568,0.972729291707407,4.5,1.833333333333333,0.1685429948988107,0.08957576195245576,0.8075033951732133,0.1015103533791688,0.6171173657511004,0.1584451041298729,0.5262350259341433,0.28978013296747995,0.24883279109715012,0.23803790071988837,0.06175201084436996,0.068326799479017
dataset_a:imu_20260721_223637,dataset_a,BIBI,non_tremor,0,12,0,0.018032480845444475,0.013768527510203358,0.0027286096304589957,0.006243074733219082,0.0017082443069624574,0.0015744952069707962,0.11385539691616323,0.13000406443788545,0.2684563758389262,0.17449664429530204,-5.039485394965457,0.36073181866050064,5.0,2.9166666666666665,0.1442493918133244,0.04918773149876407,0.8804278573058272,0.046731574300665435,0.7646204456387462,0.14015455440029267,0.38967024887455837,0.3292030468871518,0.303766467908126,0.2259968313204531,0.15484716605263255,0.08194344694935835,0.7354730106027829,1.72424238528327,0.3144236822212516,1.5527937441315287,0.1992762664042097,0.2407442151316292,14.737258977400163,19.90622991745555,0.2953020134228188,0.22483221476510068,-0.5776239468661053,0.40544382744003377,7.5,2.666666666666667,0.13197625752859116,0.04101756592179656,0.8760418642591934,0.04277826244085747,0.6928479961635627,0.1694140378348994,0.2024189623183871,0.2102010933329198,0.45095097747633117,0.13364477485497556,0.21882242585345635,0.1939841280507506
dataset_a:imu_20260721_223912,dataset_a,BIBI,non_tremor,0,12,0,0.014727047214677278,0.0019465294745438667,0.004896834717508174,0.0016716272605910498,0.0028181141289242745,0.0007048650210352185,0.1834080189489522,0.07921813173675141,0.2348993288590604,0.021812080536912748,-4.449719127715561,0.5426696757760974,4.166666666666666,0.7499999999999996,0.1606363913615817,0.08485065162909261,0.8624347198621596,0.0761340334374837,0.7393638692835396,0.14176552940519094,0.6095422977333713,0.22020953222656559,0.20115071873992596,0.15818571219895125,0.11072733918622787,0.08154531412713778,1.1579836400015382,1.0128110481391486,0.7120130063106054,0.6837587579635368,0.2976193190687183,0.17579947368913118,24.15287445710277,25.435543774533013,0.19463087248322147,0.0889261744966443,-0.10322110915134541,0.6236485248269891,6.5,4.916666666666666,0.12318670356763771,0.03553009671655133,0.9019761161305402,0.030305681284900632,0.6834108155959809,0.14334808901760554,0.345805848020267,0.1941218713506555,0.381160478349593,0.21069783666931474,0.20073995270845418,0.12733229013306824
dataset_a:imu_20260721_223934,dataset_a,BIBI,non_tremor,0,12,0,0.008119141223738987,0.0008613237531059567,0.004041475012630128,0.0009328852956700336,0.002110628183552001,0.0004283958043359774,0.1526282084536077,0.028005746152348354,0.25838926174496646,0.11577181208053694,-4.424575608480216,0.3099772260211786,5.666666666666666,2.333333333333333,0.13045475445057186,0.05504469617089104,0.8855172439551756,0.061735577583556744,0.8187692345403137,0.10820575422905687,0.5100382218173276,0.30303031579693784,0.2953024898107601,0.14627373039282818,0.12857458939164082,0.08099957535419032,1.3467297194473828,0.23872369887241462,0.7125900663549017,0.12528623091484437,0.3729464172181375,0.10656007786399363,24.73462070051436,5.744937907618265,0.22483221476510068,0.07550335570469796,-0.09528980185430869,0.29837775641892006,7.5,0.8333333333333339,0.11909533742227113,0.032443787443798874,0.9043318574934532,0.040669261112371013,0.7288132075056686,0.13719446114992895,0.23186628850286853,0.121430258140803,0.449837739180981,0.17545588879658308,0.21142338412737965,0.11933558380255208
dataset_a:imu_20260721_223956,dataset_a,BIBI,non_tremor,0,12,0,0.03283370518629157,0.008891885554742955,0.008583718617395302,0.00860265882415255,0.004039637023083705,0.004595217482300202,0.195296515965676,0.16336770123865443,0.1778523489932886,0.09060402684563759,-4.256792669078034,0.4259721423165894,3.6666666666666665,1.5,0.14270156549225876,0.07677981853980342,0.8640154101641491,0.08796185013018343,0.7017607213178765,0.1290243130637021,0.6328712545958022,0.2713788100419966,0.2224800722814721,0.14615104797984743,0.0826308640611335,0.08966843461613447,1.9228187727430313,2.670765750476982,1.30250732588443,2.1928645824372506,0.45598787720197365,0.4121976649487892,32.037489474519944,30.15653153844159,0.12751677852348994,0.05872483221476511,-0.04391548657444645,0.699022672653657,6.5,4.416666666666667,0.12055252478896997,0.033957359324567435,0.8968598423058882,0.03647756097820909,0.571751912817568,0.1739589779791073,0.4257122331307881,0.263692117588484,0.3889694094186146,0.15050090549097916,0.15480690608700232,0.12290584928169787
dataset_a:imu_20260721_224325,dataset_a,BIBI,non_tremor,0,12,0,0.00879343808349373,0.005422002226375208,0.0022588775695945584,0.00210335762308072,0.001403897085602184,0.0008033251350536806,0.10247265388894575,0.03753682126609517,0.2785234899328859,0.057046979865771785,-5.143159312494319,0.16201722256462503,5.0,3.333333333333333,0.15060430342522446,0.0620908576504654,0.8792267153645683,0.04609992767660831,0.7162732273337662,0.11650046346228549,0.415362877331952,0.16031247591805814,0.34249679518844023,0.07721201122088739,0.16174089952326737,0.09169809876981275,0.6834272860723224,0.8419093309636754,0.3643183252740933,0.634574668377889,0.1938356964854285,0.25385204694307406,12.80801043238175,20.07558046113662,0.23825503355704697,0.07885906040268453,-0.6974244000150122,0.46538820255141083,6.5,2.583333333333333,0.15011137284987164,0.029614657905563113,0.8891937849392619,0.06520968985956599,0.6858527534674057,0.31296537344880815,0.2868772434417562,0.1326004884021491,0.44720591340420013,0.107644284922568,0.16961757726684001,0.09999302910573366
dataset_a:imu_20260721_224347,dataset_a,BIBI,non_tremor,0,12,0,0.053055217361950846,0.01814322377099755,0.015019827456725494,0.009630583694599617,0.007788442454543083,0.00856051363244026,0.3270036166256725,0.23609802772097582,0.15771812080536912,0.09731543624161074,-4.024329114265608,0.7247984104252918,4.166666666666666,1.5833333333333335,0.16578345454545107,0.08893932702493804,0.8091890038351308,0.09114735772735416,0.6773118067223529,0.35867258250197864,0.7216514784009652,0.3189034834867729,0.16831301543935973,0.17966546483263993,0.06460349853557194,0.048459960779624195,4.069874730515159,4.389418793383783,2.853810576853311,3.1626604949859702,1.0521622439942124,1.0829720415149249,56.88566071503307,70.55761115476597,0.15436241610738255,0.07885906040268455,0.6009113048707199,0.9797303775607723,4.833333333333333,3.25,0.1395699159692307,0.06765084288825085,0.8455699156917973,0.08973705396148646,0.5366318600482569,0.3980312427824661,0.5993455788156203,0.47372299086561254,0.22705596636661024,0.2237624989991537,0.11326832851614865,0.0982058217598254
dataset_a:imu_20260721_224411,dataset_a,BIBI,non_tremor,0,12,0,0.029528470344032613,0.014885590117533494,0.01628807003594273,0.014468826999750271,0.005604505053037693,0.0021503404874088717,0.5386054550480901,0.26403579433386903,0.17785234899328858,0.08724832214765099,-3.4705874250806557,0.661362163728715,4.333333333333333,1.416666666666666,0.20566046898540397,0.08230680236932986,0.769332008179475,0.09037865470133721,0.702099746675131,0.24148437294045633,0.8191137656098775,0.1565456650791729,0.11637587960029284,0.08238712037158101,0.048877336114886205,0.018243858295168225,4.7691356159574365,4.378034816997457,3.496634241719621,4.356712862638744,1.0527078661997842,0.6512520607166105,92.24592276046133,62.29191103971137,0.14429530201342283,0.13255033557046977,0.911446923125212,0.686327406153088,5.166666666666666,2.5,0.1547569292093099,0.06457509378526681,0.8431542919073087,0.043774200146117104,0.6825413952499333,0.3812827396012608,0.553026891693845,0.45903567194636585,0.2737109738502336,0.2923971397611934,0.08934881880688325,0.1467426989178781
dataset_a:imu_20260721_224433,dataset_a,BIBI,non_tremor,0,12,0,0.019000175093232555,0.013693282051638023,0.006893089736322036,0.005008970434299013,0.002830419371208488,0.002516444049893359,0.16766980076372356,0.09477676645750754,0.1610738255033557,0.12080536912751678,-4.153014267613008,0.8157481861296647,3.833333333333333,1.416666666666666,0.1488811673319825,0.03746499835181266,0.8246804725864885,0.10159642581727235,0.7261333036105957,0.16136040010588826,0.5739788534355657,0.21957435896499922,0.2715028586254927,0.16951032419341594,0.04944276227591618,0.06142298993850461,1.9985859031384225,2.3717440402310883,1.4041386147925654,1.4586588245502383,0.4255711722373773,0.6254640570000118,26.690506980295538,14.817184649060852,0.10067114093959731,0.07046979865771813,0.06728238644132503,0.7372183514550967,3.5,4.666666666666666,0.19584521250844789,0.045091492677803435,0.8392806288016064,0.06002282360445621,0.4278378491224508,0.23424383207367855,0.4326904398071569,0.23866703657202204,0.3936884839934245,0.17347780310574135,0.12006401812886996,0.10664827743329316
dataset_a:imu_20260721_224454,dataset_a,BIBI,non_tremor,0,12,0,0.04476394273533904,0.0274553106094534,0.01414711083903392,0.009289622375717479,0.009833816992945672,0.0085293005202288,0.28336841102816573,0.11725588842929205,0.1174496644295302,0.025167785234899348,-4.015178671253693,0.6922891382393019,3.5,0.833333333333333,0.20975034551816768,0.040151345893808255,0.7284249191437814,0.07235063919325957,0.5017664190287319,0.20675629971922083,0.8192674400996531,0.2275661430296958,0.10364928784894178,0.19300991838443124,0.03235668575313239,0.021889870664359257,5.306271461563702,3.01748015687882,3.5501236664762006,1.0432043395087454,1.9532645361546843,1.861283589657031,61.90328645740681,19.670121344345873,0.087248322147651,0.04697986577181208,0.7093060778578519,0.6576015194204498,4.0,1.583333333333333,0.17066379149867306,0.07588888972420194,0.7676448034719288,0.06939492502419875,0.382917441853478,0.24163408343487852,0.7445571115147183,0.35786975338016636,0.16619281395568575,0.33647182001388926,0.02589280766536802,0.014762673800801557
